group_id,program,calendar_year,program_type,year_level,requirement_area,option_id,option_name,option_name_raw,theme,is_recommended,label,credits,rule_type,rule_value,rule_subject,include_pattern,exclude_pattern,rule_unit,course_code,source_text
ENSC_2026_2027_MAJOR_AOC_ENVIRONMENTAL_ANALYTICS_004,ENSC,2026-2027,Major,,Area of Concentration,ENVIRONMENTAL_ANALYTICS,Environmental Analytics,Environment Analytics Area of Concentration,,False,"Four of ATSC_V 409, BIOL_V 301, CPSC_V 330, 430, DSCI_V 310, 320, 430, EOSC_V 250, 354, 410, 440, 471, FRE_V 326, 430, 474, 490, GEOS_V 370, 373, MATH_V 111 (or 131 or 221 or 223), 200, 215, 255, STAT_V 301",,choose_n,4,,,,,MATH215,"Four of ATSC_V 409, BIOL_V 301, CPSC_V 330, 430, DSCI_V 310, 320, 430, EOSC_V 250, 354, 410, 440, 471, FRE_V 326, 430, 474, 490, GEOS_V 370, 373, MATH_V 111 (or 131 or 221 or 223), 200, 215, 255, STAT_V 301"
ENSC_2026_2027_MAJOR_AOC_ENVIRONMENTAL_ANALYTICS_004,ENSC,2026-2027,Major,,Area of Concentration,ENVIRONMENTAL_ANALYTICS,Environmental Analytics,Environment Analytics Area of Concentration,,False,"Four of ATSC_V 409, BIOL_V 301, CPSC_V 330, 430, DSCI_V 310, 320, 430, EOSC_V 250, 354, 410, 440, 471, FRE_V 326, 430, 474, 490, GEOS_V 370, 373, MATH_V 111 (or 131 or 221 or 223), 200, 215, 255, STAT_V 301",,choose_n,4,,,,,MATH221,"Four of ATSC_V 409, BIOL_V 301, CPSC_V 330, 430, DSCI_V 310, 320, 430, EOSC_V 250, 354, 410, 440, 471, FRE_V 326, 430, 474, 490, GEOS_V 370, 373, MATH_V 111 (or 131 or 221 or 223), 200, 215, 255, STAT_V 301"
ENSC_2026_2027_MAJOR_AOC_ENVIRONMENTAL_ANALYTICS_004,ENSC,2026-2027,Major,,Area of Concentration,ENVIRONMENTAL_ANALYTICS,Environmental Analytics,Environment Analytics Area of Concentration,,False,"Four of ATSC_V 409, BIOL_V 301, CPSC_V 330, 430, DSCI_V 310, 320, 430, EOSC_V 250, 354, 410, 440, 471, FRE_V 326, 430, 474, 490, GEOS_V 370, 373, MATH_V 111 (or 131 or 221 or 223), 200, 215, 255, STAT_V 301",,choose_n,4,,,,,MATH223,"Four of ATSC_V 409, BIOL_V 301, CPSC_V 330, 430, DSCI_V 310, 320, 430, EOSC_V 250, 354, 410, 440, 471, FRE_V 326, 430, 474, 490, GEOS_V 370, 373, MATH_V 111 (or 131 or 221 or 223), 200, 215, 255, STAT_V 301"
ENSC_2026_2027_MAJOR_AOC_ENVIRONMENTAL_ANALYTICS_004,ENSC,2026-2027,Major,,Area of Concentration,ENVIRONMENTAL_ANALYTICS,Environmental Analytics,Environment Analytics Area of Concentration,,False,"Four of ATSC_V 409, BIOL_V 301, CPSC_V 330, 430, DSCI_V 310, 320, 430, EOSC_V 250, 354, 410, 440, 471, FRE_V 326, 430, 474, 490, GEOS_V 370, 373, MATH_V 111 (or 131 or 221 or 223), 200, 215, 255, STAT_V 301",,choose_n,4,,,,,MATH255,"Four of ATSC_V 409, BIOL_V 301, CPSC_V 330, 430, DSCI_V 310, 320, 430, EOSC_V 250, 354, 410, 440, 471, FRE_V 326, 430, 474, 490, GEOS_V 370, 373, MATH_V 111 (or 131 or 221 or 223), 200, 215, 255, STAT_V 301"
ENSC_2026_2027_MAJOR_AOC_ENVIRONMENTAL_ANALYTICS_004,ENSC,2026-2027,Major,,Area of Concentration,ENVIRONMENTAL_ANALYTICS,Environmental Analytics,Environment Analytics Area of Concentration,,False,"Four of ATSC_V 409, BIOL_V 301, CPSC_V 330, 430, DSCI_V 310, 320, 430, EOSC_V 250, 354, 410, 440, 471, FRE_V 326, 430, 474, 490, GEOS_V 370, 373, MATH_V 111 (or 131 or 221 or 223), 200, 215, 255, STAT_V 301",,choose_n,4,,,,,STAT301,"Four of ATSC_V 409, BIOL_V 301, CPSC_V 330, 430, DSCI_V 310, 320, 430, EOSC_V 250, 354, 410, 440, 471, FRE_V 326, 430, 474, 490, GEOS_V 370, 373, MATH_V 111 (or 131 or 221 or 223), 200, 215, 255, STAT_V 301"
ENSC_2026_2027_HONOURS_AOC_LAND_AIR_WATER_001,ENSC,2026-2027,Honours,,Area of Concentration,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",,False,ENVR_V 420,,required_course,,,,,,ENVR420,ENVR_V 420
ENSC_2026_2027_HONOURS_AOC_LAND_AIR_WATER_002,ENSC,2026-2027,Honours,,Area of Concentration,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",,False,EOSC_V 211,,required_course,,,,,,EOSC211,EOSC_V 211
ENSC_2026_2027_HONOURS_AOC_LAND_AIR_WATER_003,ENSC,2026-2027,Honours,,Area of Concentration,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",,False,"One of APBI_V 200, ATSC_V 201, EOSC_V 220, 221, 222, 270, GEOS_V 200, 206.",,choose_n,1,,,,,APBI200,"One of APBI_V 200, ATSC_V 201, EOSC_V 220, 221, 222, 270, GEOS_V 200, 206."
ENSC_2026_2027_HONOURS_AOC_LAND_AIR_WATER_003,ENSC,2026-2027,Honours,,Area of Concentration,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",,False,"One of APBI_V 200, ATSC_V 201, EOSC_V 220, 221, 222, 270, GEOS_V 200, 206.",,choose_n,1,,,,,ATSC201,"One of APBI_V 200, ATSC_V 201, EOSC_V 220, 221, 222, 270, GEOS_V 200, 206."
ENSC_2026_2027_HONOURS_AOC_LAND_AIR_WATER_003,ENSC,2026-2027,Honours,,Area of Concentration,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",,False,"One of APBI_V 200, ATSC_V 201, EOSC_V 220, 221, 222, 270, GEOS_V 200, 206.",,choose_n,1,,,,,EOSC220,"One of APBI_V 200, ATSC_V 201, EOSC_V 220, 221, 222, 270, GEOS_V 200, 206."
ENSC_2026_2027_HONOURS_AOC_LAND_AIR_WATER_003,ENSC,2026-2027,Honours,,Area of Concentration,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",,False,"One of APBI_V 200, ATSC_V 201, EOSC_V 220, 221, 222, 270, GEOS_V 200, 206.",,choose_n,1,,,,,EOSC221,"One of APBI_V 200, ATSC_V 201, EOSC_V 220, 221, 222, 270, GEOS_V 200, 206."
ENSC_2026_2027_HONOURS_AOC_LAND_AIR_WATER_003,ENSC,2026-2027,Honours,,Area of Concentration,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",,False,"One of APBI_V 200, ATSC_V 201, EOSC_V 220, 221, 222, 270, GEOS_V 200, 206.",,choose_n,1,,,,,EOSC222,"One of APBI_V 200, ATSC_V 201, EOSC_V 220, 221, 222, 270, GEOS_V 200, 206."
ENSC_2026_2027_HONOURS_AOC_LAND_AIR_WATER_003,ENSC,2026-2027,Honours,,Area of Concentration,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",,False,"One of APBI_V 200, ATSC_V 201, EOSC_V 220, 221, 222, 270, GEOS_V 200, 206.",,choose_n,1,,,,,EOSC270,"One of APBI_V 200, ATSC_V 201, EOSC_V 220, 221, 222, 270, GEOS_V 200, 206."
ENSC_2026_2027_HONOURS_AOC_LAND_AIR_WATER_003,ENSC,2026-2027,Honours,,Area of Concentration,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",,False,"One of APBI_V 200, ATSC_V 201, EOSC_V 220, 221, 222, 270, GEOS_V 200, 206.",,choose_n,1,,,,,GEOS200,"One of APBI_V 200, ATSC_V 201, EOSC_V 220, 221, 222, 270, GEOS_V 200, 206."
ENSC_2026_2027_HONOURS_AOC_LAND_AIR_WATER_003,ENSC,2026-2027,Honours,,Area of Concentration,LAND_AIR_WATER,"Land, Air, and Water","Land, Air, and Water Area of Concentration",,False,"One of APBI_V 200, ATSC_V 201, EOSC_V 220, 221, 222, 270, GEOS_V 200, 206.",,choose_n,1,,,,,GEOS206,"One of APBI_V 200, ATSC_V 201, EOSC_V 220, 221, 222, 270, GEOS_V 200, 206."
ENSC_2026_2027_HONOURS_AOC_ECOLOGY_CONSERVATION_001,ENSC,2026-2027,Honours,,Area of Concentration,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,BIOL_V 230,,required_course,,,,,,BIOL230,BIOL_V 230
ENSC_2026_2027_HONOURS_AOC_ECOLOGY_CONSERVATION_002,ENSC,2026-2027,Honours,,Area of Concentration,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,CONS_V 200,,required_course,,,,,,CONS200,CONS_V 200
ENSC_2026_2027_HONOURS_AOC_ECOLOGY_CONSERVATION_003,ENSC,2026-2027,Honours,,Area of Concentration,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"ENVR_V 430, 440",,course_list_review,,,,,,ENVR430,"ENVR_V 430, 440"
ENSC_2026_2027_HONOURS_AOC_ECOLOGY_CONSERVATION_003,ENSC,2026-2027,Honours,,Area of Concentration,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"ENVR_V 430, 440",,course_list_review,,,,,,ENVR440,"ENVR_V 430, 440"
ENSC_2026_2027_HONOURS_AOC_ECOLOGY_CONSERVATION_004,ENSC,2026-2027,Honours,,Area of Concentration,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403.",,choose_n,4,,,,,APBI200,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403."
ENSC_2026_2027_HONOURS_AOC_ECOLOGY_CONSERVATION_004,ENSC,2026-2027,Honours,,Area of Concentration,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403.",,choose_n,4,,,,,APBI342,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403."
ENSC_2026_2027_HONOURS_AOC_ECOLOGY_CONSERVATION_004,ENSC,2026-2027,Honours,,Area of Concentration,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403.",,choose_n,4,,,,,APBI401,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403."
ENSC_2026_2027_HONOURS_AOC_ECOLOGY_CONSERVATION_004,ENSC,2026-2027,Honours,,Area of Concentration,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403.",,choose_n,4,,,,,APBI423,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403."
ENSC_2026_2027_HONOURS_AOC_ECOLOGY_CONSERVATION_004,ENSC,2026-2027,Honours,,Area of Concentration,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403.",,choose_n,4,,,,,BIOL203,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403."
ENSC_2026_2027_HONOURS_AOC_ECOLOGY_CONSERVATION_004,ENSC,2026-2027,Honours,,Area of Concentration,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403.",,choose_n,4,,,,,BIOL204,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403."
ENSC_2026_2027_HONOURS_AOC_ECOLOGY_CONSERVATION_004,ENSC,2026-2027,Honours,,Area of Concentration,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403.",,choose_n,4,,,,,BIOL205,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403."
ENSC_2026_2027_HONOURS_AOC_ECOLOGY_CONSERVATION_004,ENSC,2026-2027,Honours,,Area of Concentration,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403.",,choose_n,4,,,,,BIOL209,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403."
ENSC_2026_2027_HONOURS_AOC_ECOLOGY_CONSERVATION_004,ENSC,2026-2027,Honours,,Area of Concentration,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403.",,choose_n,4,,,,,BIOL210,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403."
ENSC_2026_2027_HONOURS_AOC_ECOLOGY_CONSERVATION_004,ENSC,2026-2027,Honours,,Area of Concentration,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403.",,choose_n,4,,,,,BIOL302,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403."
ENSC_2026_2027_HONOURS_AOC_ECOLOGY_CONSERVATION_004,ENSC,2026-2027,Honours,,Area of Concentration,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403.",,choose_n,4,,,,,BIOL303,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403."
ENSC_2026_2027_HONOURS_AOC_ECOLOGY_CONSERVATION_004,ENSC,2026-2027,Honours,,Area of Concentration,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403.",,choose_n,4,,,,,BIOL314,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403."
ENSC_2026_2027_HONOURS_AOC_ECOLOGY_CONSERVATION_004,ENSC,2026-2027,Honours,,Area of Concentration,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403.",,choose_n,4,,,,,BIOL320,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403."
ENSC_2026_2027_HONOURS_AOC_ECOLOGY_CONSERVATION_004,ENSC,2026-2027,Honours,,Area of Concentration,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403.",,choose_n,4,,,,,BIOL324,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403."
ENSC_2026_2027_HONOURS_AOC_ECOLOGY_CONSERVATION_004,ENSC,2026-2027,Honours,,Area of Concentration,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403.",,choose_n,4,,,,,BIOL327,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403."
ENSC_2026_2027_HONOURS_AOC_ECOLOGY_CONSERVATION_004,ENSC,2026-2027,Honours,,Area of Concentration,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403.",,choose_n,4,,,,,BIOL328,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403."
ENSC_2026_2027_HONOURS_AOC_ECOLOGY_CONSERVATION_004,ENSC,2026-2027,Honours,,Area of Concentration,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403.",,choose_n,4,,,,,BIOL336,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403."
ENSC_2026_2027_HONOURS_AOC_ECOLOGY_CONSERVATION_004,ENSC,2026-2027,Honours,,Area of Concentration,ECOLOGY_CONSERVATION,Ecology and Conservation,Ecology and Conservation Area of Concentration,,False,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403.",,choose_n,4,,,,,BIOL403,"Four of APBI_V 200, 342, 401, 423, BIOL_V 203, 204, 205, 209, 210, 302, 303, 314, 320, 324, 327, 328, 336, 403, 406, 408, 409, 411, 412, 413, 416, 418, 420, 424, 425, 427, 437, EOSC_V 372, 373, 470, 475, 478, GEOG_V 318, GEOS_V 204, 207, 303, 306, 307, 407, 415, MICB_V 301, UFOR_V 403."
